cell,n_informative,concept_a,concept_b,l2,l2_std,n_reps
ninf10_sudden,10,5,13,1.9653,0.5451,5
ninf10_sudden,10,5,14,1.9888,0.2883,5
ninf10_sudden,10,5,15,2.1192,0.4358,5
ninf10_sudden,10,5,16,2.1102,0.3131,5
ninf10_sudden,10,5,17,2.1589,0.3646,5
ninf10_sudden,10,5,18,1.9902,0.3239,5
ninf10_sudden,10,5,19,1.9678,0.3201,5
ninf10_sudden,10,5,20,1.7846,0.3308,5
ninf10_sudden,10,6,7,2.3974,0.175,5
ninf10_sudden,10,6,8,1.9051,0.289,5
ninf10_sudden,10,6,9,2.1766,0.1764,5
ninf10_sudden,10,6,10,2.1289,0.2657,5
ninf10_sudden,10,6,11,2.1858,0.4171,5
ninf10_sudden,10,6,12,2.3551,0.1592,5
ninf10_sudden,10,6,13,2.0186,0.3703,5
ninf10_sudden,10,6,14,2.1373,0.5585,5
ninf10_sudden,10,6,15,1.9419,0.2874,5
ninf10_sudden,10,6,16,1.8862,0.2049,5
ninf10_sudden,10,6,17,2.3526,0.4242,5
ninf10_sudden,10,6,18,2.2503,0.4354,5
ninf10_sudden,10,6,19,2.0162,0.3777,5
ninf10_sudden,10,6,20,1.9869,0.3896,5
ninf10_sudden,10,7,8,2.2955,0.2115,5
ninf10_sudden,10,7,9,2.1548,0.2401,5
ninf10_sudden,10,7,10,2.3223,0.4124,5
ninf10_sudden,10,7,11,2.2639,0.2902,5
ninf10_sudden,10,7,12,2.3029,0.2206,5
ninf10_sudden,10,7,13,2.2057,0.4085,5
ninf10_sudden,10,7,14,2.2178,0.0732,5
ninf10_sudden,10,7,15,2.4043,0.3112,5
ninf10_sudden,10,7,16,2.2616,0.1758,5
ninf10_sudden,10,7,17,2.2188,0.4948,5
ninf10_sudden,10,7,18,2.2521,0.6428,5
ninf10_sudden,10,7,19,2.1996,0.3524,5
ninf10_sudden,10,7,20,2.0235,0.3231,5
ninf10_sudden,10,8,9,2.025,0.2665,5
ninf10_sudden,10,8,10,2.066,0.1919,5
ninf10_sudden,10,8,11,2.2176,0.0758,5
ninf10_sudden,10,8,12,2.3201,0.3634,5
ninf10_sudden,10,8,13,2.0449,0.1478,5
ninf10_sudden,10,8,14,2.1201,0.255,5
ninf10_sudden,10,8,15,1.9777,0.1258,5
ninf10_sudden,10,8,16,2.0317,0.2817,5
ninf10_sudden,10,8,17,2.419,0.3762,5
ninf10_sudden,10,8,18,2.2797,0.4907,5
ninf10_sudden,10,8,19,2.2336,0.3395,5
ninf10_sudden,10,8,20,2.0587,0.3594,5
ninf10_sudden,10,9,10,2.3743,0.4692,5
ninf10_sudden,10,9,11,2.207,0.323,5
ninf10_sudden,10,9,12,2.5671,0.3481,5
ninf10_sudden,10,9,13,2.0221,0.216,5
ninf10_sudden,10,9,14,2.1832,0.3601,5
ninf10_sudden,10,9,15,2.2737,0.4509,5
ninf10_sudden,10,9,16,2.4195,0.4249,5
ninf10_sudden,10,9,17,2.5343,0.3498,5
ninf10_sudden,10,9,18,2.2721,0.3274,5
ninf10_sudden,10,9,19,2.2431,0.5553,5
ninf10_sudden,10,9,20,2.1229,0.2855,5
ninf10_sudden,10,10,11,2.2269,0.3311,5
ninf10_sudden,10,10,12,2.6203,0.4879,5
ninf10_sudden,10,10,13,1.98,0.2627,5
ninf10_sudden,10,10,14,2.2068,0.3309,5
ninf10_sudden,10,10,15,2.3812,0.239,5
ninf10_sudden,10,10,16,2.1283,0.2599,5
ninf10_sudden,10,10,17,2.11,0.2145,5
ninf10_sudden,10,10,18,2.2624,0.3438,5
ninf10_sudden,10,10,19,2.2244,0.2192,5
ninf10_sudden,10,10,20,2.3315,0.307,5
ninf10_sudden,10,11,12,2.5982,0.2573,5
ninf10_sudden,10,11,13,2.0987,0.4667,5
ninf10_sudden,10,11,14,2.268,0.2451,5
ninf10_sudden,10,11,15,2.1816,0.1499,5
ninf10_sudden,10,11,16,2.1039,0.3513,5
ninf10_sudden,10,11,17,2.5987,0.4351,5
ninf10_sudden,10,11,18,2.0762,0.406,5
ninf10_sudden,10,11,19,2.0025,0.3847,5
ninf10_sudden,10,11,20,2.2398,0.219,5
ninf10_sudden,10,12,13,2.3707,0.2247,5
ninf10_sudden,10,12,14,2.2665,0.3706,5
ninf10_sudden,10,12,15,2.4495,0.372,5
ninf10_sudden,10,12,16,2.2297,0.3402,5
ninf10_sudden,10,12,17,2.599,0.204,5
ninf10_sudden,10,12,18,2.3801,0.4931,5
ninf10_sudden,10,12,19,2.4375,0.2427,5
ninf10_sudden,10,12,20,2.1296,0.0855,5
ninf10_sudden,10,13,14,2.0731,0.2553,5
ninf10_sudden,10,13,15,2.0003,0.1709,5
ninf10_sudden,10,13,16,1.9823,0.2511,5
ninf10_sudden,10,13,17,2.0472,0.1167,5
ninf10_sudden,10,13,18,2.2005,0.5335,5
ninf10_sudden,10,13,19,2.1106,0.2496,5
ninf10_sudden,10,13,20,2.1621,0.5618,5
ninf10_sudden,10,14,15,2.0256,0.1989,5
ninf10_sudden,10,14,16,2.1685,0.2598,5
ninf10_sudden,10,14,17,2.2129,0.5264,5
ninf10_sudden,10,14,18,2.142,0.5426,5
ninf10_sudden,10,14,19,2.1973,0.3469,5
ninf10_sudden,10,14,20,2.1386,0.6126,5
ninf10_sudden,10,15,16,2.1908,0.202,5
ninf10_sudden,10,15,17,2.4637,0.5103,5
ninf10_sudden,10,15,18,2.3696,0.4899,5
ninf10_sudden,10,15,19,1.8339,0.23,5
ninf10_sudden,10,15,20,2.1828,0.356,5
ninf10_sudden,10,16,17,2.3996,0.2177,5
ninf10_sudden,10,16,18,2.2192,0.3605,5
ninf10_sudden,10,16,19,2.1068,0.2705,5
ninf10_sudden,10,16,20,2.2236,0.4645,5
ninf10_sudden,10,17,18,2.6956,0.5444,5
ninf10_sudden,10,17,19,2.1574,0.3703,5
ninf10_sudden,10,17,20,2.2821,0.2562,5
ninf10_sudden,10,18,19,2.3148,0.5309,5
ninf10_sudden,10,18,20,2.3723,0.5786,5
ninf10_sudden,10,19,20,2.0406,0.4132,5
ninf15_sudden,15,0,1,2.5386,0.3694,5
ninf15_sudden,15,0,2,2.8501,0.2692,5
ninf15_sudden,15,0,3,2.9348,0.1531,5
ninf15_sudden,15,0,4,2.8202,0.3652,5
ninf15_sudden,15,0,5,2.5647,0.3717,5
ninf15_sudden,15,0,6,2.7861,0.3671,5
ninf15_sudden,15,0,7,2.8226,0.7142,5
ninf15_sudden,15,0,8,2.6652,0.3432,5
ninf15_sudden,15,0,9,2.72,0.528,5
ninf15_sudden,15,0,10,2.8136,0.6002,5
ninf15_sudden,15,0,11,2.9259,0.5405,5
ninf15_sudden,15,0,12,2.837,0.3332,5
ninf15_sudden,15,0,13,2.6497,0.2708,5
ninf15_sudden,15,0,14,2.6505,0.486,5
ninf15_sudden,15,0,15,2.8168,0.254,5
ninf15_sudden,15,0,16,2.5936,0.4969,5
ninf15_sudden,15,0,17,3.3059,0.4613,5
ninf15_sudden,15,0,18,2.9335,0.7438,5
ninf15_sudden,15,0,19,2.7687,0.4383,5
ninf15_sudden,15,0,20,2.912,0.2545,5
ninf15_sudden,15,1,2,2.5843,0.2667,5
ninf15_sudden,15,1,3,2.605,0.3832,5
ninf15_sudden,15,1,4,2.5949,0.1814,5
ninf15_sudden,15,1,5,2.4547,0.3672,5
ninf15_sudden,15,1,6,2.6523,0.3534,5
ninf15_sudden,15,1,7,2.5142,0.3403,5
ninf15_sudden,15,1,8,2.6247,0.291,5
ninf15_sudden,15,1,9,2.4661,0.3682,5
ninf15_sudden,15,1,10,2.5012,0.2845,5
ninf15_sudden,15,1,11,2.4026,0.3142,5
ninf15_sudden,15,1,12,2.6519,0.4254,5
ninf15_sudden,15,1,13,2.4013,0.1481,5
ninf15_sudden,15,1,14,2.883,0.3244,5
ninf15_sudden,15,1,15,2.4183,0.3904,5
ninf15_sudden,15,1,16,2.3885,0.1959,5
ninf15_sudden,15,1,17,2.4981,0.3005,5
ninf15_sudden,15,1,18,2.8005,0.565,5
ninf15_sudden,15,1,19,2.4974,0.2767,5
ninf15_sudden,15,1,20,2.5095,0.3075,5
ninf15_sudden,15,2,3,2.7334,0.2919,5
ninf15_sudden,15,2,4,2.8246,0.3932,5
ninf15_sudden,15,2,5,2.7094,0.2947,5
ninf15_sudden,15,2,6,2.7455,0.1589,5
ninf15_sudden,15,2,7,2.8694,0.277,5
ninf15_sudden,15,2,8,2.7388,0.4182,5
ninf15_sudden,15,2,9,2.9821,0.5247,5
ninf15_sudden,15,2,10,2.6737,0.3818,5
ninf15_sudden,15,2,11,2.4689,0.2561,5
ninf15_sudden,15,2,12,2.8631,0.4426,5
ninf15_sudden,15,2,13,2.6908,0.3929,5
ninf15_sudden,15,2,14,2.7538,0.4828,5
ninf15_sudden,15,2,15,2.5849,0.18,5
ninf15_sudden,15,2,16,2.5899,0.3102,5
ninf15_sudden,15,2,17,3.106,0.1331,5
ninf15_sudden,15,2,18,2.831,0.5046,5
ninf15_sudden,15,2,19,2.5217,0.3636,5
ninf15_sudden,15,2,20,2.7218,0.376,5
ninf15_sudden,15,3,4,2.7312,0.2599,5
ninf15_sudden,15,3,5,2.5072,0.378,5
ninf15_sudden,15,3,6,2.5169,0.2493,5
ninf15_sudden,15,3,7,2.6395,0.2542,5
ninf15_sudden,15,3,8,2.9901,0.4347,5
ninf15_sudden,15,3,9,2.7749,0.2457,5
ninf15_sudden,15,3,10,2.7226,0.2741,5
ninf15_sudden,15,3,11,2.7463,0.2186,5
ninf15_sudden,15,3,12,2.8813,0.4804,5
ninf15_sudden,15,3,13,2.4491,0.5876,5
ninf15_sudden,15,3,14,2.9577,0.3431,5
ninf15_sudden,15,3,15,2.7406,0.4852,5
ninf15_sudden,15,3,16,2.7482,0.3423,5
ninf15_sudden,15,3,17,3.0285,0.4728,5
ninf15_sudden,15,3,18,2.771,0.6407,5
ninf15_sudden,15,3,19,2.8049,0.3863,5
ninf15_sudden,15,3,20,2.6585,0.4817,5
ninf15_sudden,15,4,5,2.4294,0.5463,5
ninf15_sudden,15,4,6,2.523,0.1553,5
ninf15_sudden,15,4,7,2.6699,0.3685,5
ninf15_sudden,15,4,8,2.8081,0.2273,5
ninf15_sudden,15,4,9,2.8316,0.3759,5
ninf15_sudden,15,4,10,2.7539,0.3998,5
ninf15_sudden,15,4,11,2.9358,0.3294,5
ninf15_sudden,15,4,12,2.9565,0.1973,5
ninf15_sudden,15,4,13,2.347,0.2156,5
ninf15_sudden,15,4,14,2.6224,0.2466,5
ninf15_sudden,15,4,15,2.6972,0.3209,5
ninf15_sudden,15,4,16,2.5486,0.3224,5
ninf15_sudden,15,4,17,3.0668,0.0513,5
ninf15_sudden,15,4,18,2.9074,0.5094,5
ninf15_sudden,15,4,19,2.6481,0.3352,5
ninf15_sudden,15,4,20,2.4808,0.223,5
ninf15_sudden,15,5,6,2.4918,0.3909,5
ninf15_sudden,15,5,7,2.5321,0.4379,5
ninf15_sudden,15,5,8,2.4631,0.4685,5
ninf15_sudden,15,5,9,2.8214,0.4454,5
ninf15_sudden,15,5,10,2.671,0.426,5
ninf15_sudden,15,5,11,2.6839,0.1624,5
ninf15_sudden,15,5,12,2.9191,0.387,5
ninf15_sudden,15,5,13,2.4385,0.3641,5
ninf15_sudden,15,5,14,2.7123,0.1322,5
ninf15_sudden,15,5,15,2.5472,0.4008,5
ninf15_sudden,15,5,16,2.5973,0.2046,5
ninf15_sudden,15,5,17,2.9423,0.3612,5
ninf15_sudden,15,5,18,2.7829,0.7273,5
ninf15_sudden,15,5,19,2.5044,0.3795,5
ninf15_sudden,15,5,20,2.7117,0.2979,5
ninf15_sudden,15,6,7,2.5231,0.5598,5
ninf15_sudden,15,6,8,2.7293,0.1864,5
ninf15_sudden,15,6,9,2.9174,0.1209,5
ninf15_sudden,15,6,10,2.5585,0.3248,5
ninf15_sudden,15,6,11,2.7115,0.3277,5
ninf15_sudden,15,6,12,2.8089,0.2794,5
ninf15_sudden,15,6,13,2.6881,0.6429,5
ninf15_sudden,15,6,14,2.3808,0.2615,5
ninf15_sudden,15,6,15,2.4617,0.2245,5
ninf15_sudden,15,6,16,2.5722,0.2538,5
ninf15_sudden,15,6,17,2.9603,0.4745,5
ninf15_sudden,15,6,18,2.7377,0.6105,5
ninf15_sudden,15,6,19,2.7201,0.3245,5
ninf15_sudden,15,6,20,2.6537,0.3024,5
ninf15_sudden,15,7,8,2.7499,0.1742,5
ninf15_sudden,15,7,9,2.7597,0.3918,5
ninf15_sudden,15,7,10,2.7281,0.2838,5
ninf15_sudden,15,7,11,2.3944,0.255,5
ninf15_sudden,15,7,12,2.8169,0.3174,5
ninf15_sudden,15,7,13,2.7266,0.7898,5
ninf15_sudden,15,7,14,2.8877,0.1033,5
ninf15_sudden,15,7,15,2.767,0.4641,5
ninf15_sudden,15,7,16,2.632,0.3175,5
ninf15_sudden,15,7,17,2.7106,0.3173,5
ninf15_sudden,15,7,18,2.8732,0.6457,5
ninf15_sudden,15,7,19,2.5908,0.279,5
ninf15_sudden,15,7,20,2.7724,0.2843,5
ninf15_sudden,15,8,9,2.8862,0.3106,5
ninf15_sudden,15,8,10,2.6568,0.2847,5
ninf15_sudden,15,8,11,2.625,0.2431,5
ninf15_sudden,15,8,12,2.9572,0.376,5
ninf15_sudden,15,8,13,2.7619,0.4923,5
ninf15_sudden,15,8,14,2.5641,0.5355,5
ninf15_sudden,15,8,15,2.3765,0.255,5
ninf15_sudden,15,8,16,2.728,0.1859,5
ninf15_sudden,15,8,17,3.0144,0.3325,5
ninf15_sudden,15,8,18,2.946,0.5265,5
ninf15_sudden,15,8,19,2.4817,0.2701,5
ninf15_sudden,15,8,20,2.638,0.3331,5
ninf15_sudden,15,9,10,2.7953,0.3035,5
ninf15_sudden,15,9,11,2.6784,0.2889,5
ninf15_sudden,15,9,12,2.8087,0.4178,5
ninf15_sudden,15,9,13,2.5799,0.3506,5
ninf15_sudden,15,9,14,2.6516,0.4236,5
ninf15_sudden,15,9,15,2.506,0.473,5
ninf15_sudden,15,9,16,2.7058,0.4689,5
ninf15_sudden,15,9,17,2.6814,0.3102,5
ninf15_sudden,15,9,18,2.7147,0.197,5
ninf15_sudden,15,9,19,2.5757,0.2942,5
ninf15_sudden,15,9,20,2.8313,0.4247,5
ninf15_sudden,15,10,11,2.9771,0.2936,5
ninf15_sudden,15,10,12,2.9711,0.3866,5
ninf15_sudden,15,10,13,2.7204,0.7007,5
ninf15_sudden,15,10,14,2.7884,0.4021,5
ninf15_sudden,15,10,15,2.6567,0.1877,5
ninf15_sudden,15,10,16,2.6952,0.2151,5
ninf15_sudden,15,10,17,3.0094,0.5261,5
ninf15_sudden,15,10,18,2.7008,0.4738,5
ninf15_sudden,15,10,19,2.6912,0.3485,5
ninf15_sudden,15,10,20,2.7463,0.2012,5
ninf15_sudden,15,11,12,2.6306,0.3981,5
ninf15_sudden,15,11,13,2.7392,0.5449,5
ninf15_sudden,15,11,14,2.7315,0.5629,5
ninf15_sudden,15,11,15,2.8369,0.2373,5
ninf15_sudden,15,11,16,2.6719,0.2649,5
ninf15_sudden,15,11,17,2.8635,0.3854,5
ninf15_sudden,15,11,18,2.8323,0.2331,5
ninf15_sudden,15,11,19,2.6471,0.3575,5
ninf15_sudden,15,11,20,2.9116,0.5257,5
ninf15_sudden,15,12,13,2.8329,0.5671,5
ninf15_sudden,15,12,14,2.7757,0.1905,5
ninf15_sudden,15,12,15,3.1117,0.5925,5
ninf15_sudden,15,12,16,3.1333,0.3261,5
ninf15_sudden,15,12,17,3.1342,0.3149,5
ninf15_sudden,15,12,18,2.9229,0.4594,5
ninf15_sudden,15,12,19,2.8887,0.344,5
ninf15_sudden,15,12,20,3.1037,0.2092,5
ninf15_sudden,15,13,14,2.8238,0.4619,5
ninf15_sudden,15,13,15,2.6826,0.3331,5
ninf15_sudden,15,13,16,2.5622,0.2038,5
ninf15_sudden,15,13,17,2.9418,0.546,5
ninf15_sudden,15,13,18,2.6315,1.0693,5
ninf15_sudden,15,13,19,2.504,0.3981,5
ninf15_sudden,15,13,20,2.8556,0.6546,5
ninf15_sudden,15,14,15,2.7175,0.4386,5
ninf15_sudden,15,14,16,2.6869,0.379,5
ninf15_sudden,15,14,17,3.1051,0.2441,5
ninf15_sudden,15,14,18,2.6593,0.2942,5
ninf15_sudden,15,14,19,2.5676,0.3823,5
ninf15_sudden,15,14,20,2.4939,0.2625,5
ninf15_sudden,15,15,16,2.6264,0.3497,5
ninf15_sudden,15,15,17,2.4896,0.2338,5
ninf15_sudden,15,15,18,3.0225,0.6541,5
ninf15_sudden,15,15,19,2.6632,0.3087,5
ninf15_sudden,15,15,20,2.5676,0.345,5
ninf15_sudden,15,16,17,2.9507,0.2315,5
ninf15_sudden,15,16,18,2.8954,0.4208,5
ninf15_sudden,15,16,19,2.4792,0.2392,5
ninf15_sudden,15,16,20,2.521,0.4677,5
ninf15_sudden,15,17,18,3.0035,0.5028,5
ninf15_sudden,15,17,19,2.8148,0.3041,5
ninf15_sudden,15,17,20,2.9117,0.446,5
ninf15_sudden,15,18,19,2.7403,0.564,5
ninf15_sudden,15,18,20,2.7257,0.4092,5
ninf15_sudden,15,19,20,2.538,0.1554,5
ninf3_gradual,3,0,1,0.1189,0.0191,5
ninf3_gradual,3,0,2,0.3985,0.0617,5
ninf3_gradual,3,0,3,0.6827,0.1061,5
ninf3_gradual,3,0,4,0.8083,0.125,5
ninf3_gradual,3,0,5,0.7874,0.1277,5
ninf3_gradual,3,0,6,0.7813,0.1648,5
ninf3_gradual,3,0,7,0.8684,0.2398,5
ninf3_gradual,3,0,8,0.9278,0.2659,5
ninf3_gradual,3,0,9,0.8714,0.244,5
ninf3_gradual,3,0,10,0.8104,0.2312,5
ninf3_gradual,3,0,11,0.838,0.2919,5
ninf3_gradual,3,0,12,0.8828,0.3347,5
ninf3_gradual,3,0,13,0.834,0.2925,5
ninf3_gradual,3,0,14,0.7779,0.2088,5
ninf3_gradual,3,0,15,0.8243,0.201,5
ninf3_gradual,3,0,16,0.861,0.2214,5
ninf3_gradual,3,0,17,0.8229,0.1912,5
ninf3_gradual,3,0,18,0.7865,0.1769,5
ninf3_gradual,3,0,19,0.8395,0.1938,5
ninf3_gradual,3,0,20,0.8879,0.2193,5
ninf3_gradual,3,0,21,0.8422,0.195,5
ninf3_gradual,3,0,22,0.7874,0.1769,5
ninf3_gradual,3,0,23,0.8123,0.2232,5
ninf3_gradual,3,0,24,0.8535,0.252,5
ninf3_gradual,3,1,2,0.29,0.0409,5
ninf3_gradual,3,1,3,0.5727,0.0859,5
ninf3_gradual,3,1,4,0.6984,0.1056,5
ninf3_gradual,3,1,5,0.679,0.1094,5
ninf3_gradual,3,1,6,0.6866,0.1509,5
ninf3_gradual,3,1,7,0.7971,0.2295,5
ninf3_gradual,3,1,8,0.8667,0.2559,5
ninf3_gradual,3,1,9,0.8114,0.2305,5
ninf3_gradual,3,1,10,0.7468,0.2187,5
ninf3_gradual,3,1,11,0.7814,0.2837,5
ninf3_gradual,3,1,12,0.8313,0.3262,5
ninf3_gradual,3,1,13,0.7788,0.2831,5
ninf3_gradual,3,1,14,0.7168,0.198,5
ninf3_gradual,3,1,15,0.764,0.1939,5
ninf3_gradual,3,1,16,0.8036,0.2161,5
ninf3_gradual,3,1,17,0.7627,0.1808,5
ninf3_gradual,3,1,18,0.7218,0.1543,5
ninf3_gradual,3,1,19,0.7766,0.1741,5
ninf3_gradual,3,1,20,0.8266,0.2022,5
ninf3_gradual,3,1,21,0.7797,0.1718,5
ninf3_gradual,3,1,22,0.7225,0.1502,5
ninf3_gradual,3,1,23,0.7509,0.205,5
ninf3_gradual,3,1,24,0.7957,0.2341,5
ninf3_gradual,3,2,3,0.2864,0.0447,5
ninf3_gradual,3,2,4,0.4115,0.0655,5
ninf3_gradual,3,2,5,0.4029,0.0761,5
ninf3_gradual,3,2,6,0.4771,0.1439,5
ninf3_gradual,3,2,7,0.6714,0.2274,5
ninf3_gradual,3,2,8,0.7677,0.2535,5
ninf3_gradual,3,2,9,0.7165,0.2198,5
ninf3_gradual,3,2,10,0.6394,0.2135,5
ninf3_gradual,3,2,11,0.6819,0.2904,5
ninf3_gradual,3,2,12,0.7405,0.33,5
ninf3_gradual,3,2,13,0.6804,0.2925,5
ninf3_gradual,3,2,14,0.6102,0.2167,5
ninf3_gradual,3,2,15,0.6658,0.2185,5
ninf3_gradual,3,2,16,0.7121,0.2406,5
ninf3_gradual,3,2,17,0.6646,0.2039,5
ninf3_gradual,3,2,18,0.6125,0.159,5
ninf3_gradual,3,2,19,0.6647,0.1918,5
ninf3_gradual,3,2,20,0.7155,0.2219,5
ninf3_gradual,3,2,21,0.6676,0.1711,5
ninf3_gradual,3,2,22,0.6124,0.0599,5
ninf3_gradual,3,2,23,0.651,0.1067,5
ninf3_gradual,3,2,24,0.7027,0.1384,5
ninf3_gradual,3,3,4,0.132,0.0242,5
ninf3_gradual,3,3,5,0.171,0.0419,5
ninf3_gradual,3,3,6,0.3876,0.1244,5
ninf3_gradual,3,3,7,0.6592,0.2011,5
ninf3_gradual,3,3,8,0.7709,0.2318,5
ninf3_gradual,3,3,9,0.7292,0.1991,5
ninf3_gradual,3,3,10,0.6553,0.1964,5
ninf3_gradual,3,3,11,0.7122,0.2641,5
ninf3_gradual,3,3,12,0.7757,0.2953,5
ninf3_gradual,3,3,13,0.7144,0.2648,5
ninf3_gradual,3,3,14,0.6332,0.2211,5
ninf3_gradual,3,3,15,0.6816,0.2337,5
ninf3_gradual,3,3,16,0.7286,0.2506,5
ninf3_gradual,3,3,17,0.6766,0.2253,5
ninf3_gradual,3,3,18,0.6092,0.2036,5
ninf3_gradual,3,3,19,0.6409,0.2667,5
ninf3_gradual,3,3,20,0.6823,0.301,5
ninf3_gradual,3,3,21,0.6435,0.2429,5
ninf3_gradual,3,3,22,0.6032,0.1234,5
ninf3_gradual,3,3,23,0.6533,0.0968,5
ninf3_gradual,3,3,24,0.709,0.0979,5
ninf3_gradual,3,4,5,0.1294,0.0342,5
ninf3_gradual,3,4,6,0.3959,0.1118,5
ninf3_gradual,3,4,7,0.677,0.1907,5
ninf3_gradual,3,4,8,0.7898,0.2228,5
ninf3_gradual,3,4,9,0.7535,0.1946,5
ninf3_gradual,3,4,10,0.6867,0.192,5
ninf3_gradual,3,4,11,0.7527,0.2502,5
ninf3_gradual,3,4,12,0.817,0.2778,5
ninf3_gradual,3,4,13,0.7576,0.2506,5
ninf3_gradual,3,4,14,0.6771,0.221,5
ninf3_gradual,3,4,15,0.7199,0.242,5
ninf3_gradual,3,4,16,0.7654,0.2582,5
ninf3_gradual,3,4,17,0.7138,0.2379,5
ninf3_gradual,3,4,18,0.6432,0.2268,5
ninf3_gradual,3,4,19,0.665,0.2975,5
ninf3_gradual,3,4,20,0.6961,0.342,5
ninf3_gradual,3,4,21,0.6653,0.2775,5
ninf3_gradual,3,4,22,0.6289,0.1737,5
ninf3_gradual,3,4,23,0.6794,0.1456,5
ninf3_gradual,3,4,24,0.7342,0.1362,5
ninf3_gradual,3,5,6,0.2742,0.0748,5
ninf3_gradual,3,5,7,0.5547,0.1542,5
ninf3_gradual,3,5,8,0.667,0.1866,5
ninf3_gradual,3,5,9,0.6332,0.1609,5
ninf3_gradual,3,5,10,0.5889,0.1707,5
ninf3_gradual,3,5,11,0.697,0.2377,5
ninf3_gradual,3,5,12,0.778,0.2699,5
ninf3_gradual,3,5,13,0.7163,0.237,5
ninf3_gradual,3,5,14,0.6292,0.2004,5
ninf3_gradual,3,5,15,0.6686,0.2302,5
ninf3_gradual,3,5,16,0.7145,0.2528,5
ninf3_gradual,3,5,17,0.6633,0.2243,5
ninf3_gradual,3,5,18,0.5986,0.1972,5
ninf3_gradual,3,5,19,0.6362,0.2534,5
ninf3_gradual,3,5,20,0.6791,0.2875,5
ninf3_gradual,3,5,21,0.6442,0.2276,5
ninf3_gradual,3,5,22,0.6024,0.1316,5
ninf3_gradual,3,5,23,0.6582,0.1116,5
ninf3_gradual,3,5,24,0.7155,0.1113,5
ninf3_gradual,3,6,7,0.2849,0.0786,5
ninf3_gradual,3,6,8,0.3958,0.111,5
ninf3_gradual,3,6,9,0.3735,0.0931,5
ninf3_gradual,3,6,10,0.4245,0.1413,5
ninf3_gradual,3,6,11,0.6393,0.2417,5
ninf3_gradual,3,6,12,0.7491,0.2934,5
ninf3_gradual,3,6,13,0.6868,0.2545,5
ninf3_gradual,3,6,14,0.5884,0.2187,5
ninf3_gradual,3,6,15,0.6086,0.2747,5
ninf3_gradual,3,6,16,0.6493,0.3084,5
ninf3_gradual,3,6,17,0.6039,0.2646,5
ninf3_gradual,3,6,18,0.5658,0.1812,5
ninf3_gradual,3,6,19,0.6342,0.1758,5
ninf3_gradual,3,6,20,0.6876,0.2035,5
ninf3_gradual,3,6,21,0.6514,0.1577,5
ninf3_gradual,3,6,22,0.6128,0.0806,5
ninf3_gradual,3,6,23,0.6824,0.0856,5
ninf3_gradual,3,6,24,0.7417,0.1032,5
ninf3_gradual,3,7,8,0.1207,0.0314,5
ninf3_gradual,3,7,9,0.1518,0.0398,5
ninf3_gradual,3,7,10,0.3882,0.1627,5
ninf3_gradual,3,7,11,0.6686,0.3082,5
ninf3_gradual,3,7,12,0.7917,0.372,5
ninf3_gradual,3,7,13,0.7327,0.342,5
ninf3_gradual,3,7,14,0.6292,0.3315,5
ninf3_gradual,3,7,15,0.6115,0.4167,5
ninf3_gradual,3,7,16,0.6374,0.4588,5
ninf3_gradual,3,7,17,0.6143,0.3996,5
ninf3_gradual,3,7,18,0.6267,0.2699,5
ninf3_gradual,3,7,19,0.7172,0.2005,5
ninf3_gradual,3,7,20,0.7739,0.2043,5
ninf3_gradual,3,7,21,0.7425,0.1909,5
ninf3_gradual,3,7,22,0.7173,0.1673,5
ninf3_gradual,3,7,23,0.7942,0.1718,5
ninf3_gradual,3,7,24,0.8533,0.1742,5
ninf3_gradual,3,8,9,0.136,0.0522,5
ninf3_gradual,3,8,10,0.4128,0.2061,5
ninf3_gradual,3,8,11,0.7012,0.353,5
ninf3_gradual,3,8,12,0.8237,0.4211,5
ninf3_gradual,3,8,13,0.7683,0.3919,5
ninf3_gradual,3,8,14,0.6686,0.3817,5
ninf3_gradual,3,8,15,0.6407,0.4691,5
ninf3_gradual,3,8,16,0.6434,0.5334,5
ninf3_gradual,3,8,17,0.6481,0.4486,5
ninf3_gradual,3,8,18,0.6809,0.3095,5
ninf3_gradual,3,8,19,0.7749,0.2346,5
ninf3_gradual,3,8,20,0.8318,0.2336,5
ninf3_gradual,3,8,21,0.8033,0.2285,5
ninf3_gradual,3,8,22,0.7831,0.2113,5
ninf3_gradual,3,8,23,0.86,0.2084,5
ninf3_gradual,3,8,24,0.9174,0.2064,5
ninf3_gradual,3,9,10,0.298,0.1297,5
ninf3_gradual,3,9,11,0.5833,0.2813,5
ninf3_gradual,3,9,12,0.7062,0.3484,5
ninf3_gradual,3,9,13,0.6529,0.3234,5
ninf3_gradual,3,9,14,0.5703,0.3347,5
ninf3_gradual,3,9,15,0.5787,0.4462,5
ninf3_gradual,3,9,16,0.6313,0.4771,5
ninf3_gradual,3,9,17,0.6179,0.4097,5
ninf3_gradual,3,9,18,0.635,0.2782,5
ninf3_gradual,3,9,19,0.7264,0.2094,5
ninf3_gradual,3,9,20,0.7827,0.2134,5
ninf3_gradual,3,9,21,0.7534,0.2014,5
ninf3_gradual,3,9,22,0.734,0.1807,5
ninf3_gradual,3,9,23,0.8135,0.1888,5
ninf3_gradual,3,9,24,0.8742,0.191,5
ninf3_gradual,3,10,11,0.2958,0.1376,5
ninf3_gradual,3,10,12,0.418,0.2045,5
ninf3_gradual,3,10,13,0.3707,0.1875,5
