cell,n_informative,concept_a,concept_b,l2,l2_std,n_reps
ninf3_gradual,3,10,14,0.3497,0.2721,5
ninf3_gradual,3,10,15,0.5501,0.3343,5
ninf3_gradual,3,10,16,0.643,0.38,5
ninf3_gradual,3,10,17,0.6186,0.3194,5
ninf3_gradual,3,10,18,0.5981,0.2167,5
ninf3_gradual,3,10,19,0.6725,0.1865,5
ninf3_gradual,3,10,20,0.725,0.207,5
ninf3_gradual,3,10,21,0.6973,0.1703,5
ninf3_gradual,3,10,22,0.6826,0.1263,5
ninf3_gradual,3,10,23,0.7663,0.1428,5
ninf3_gradual,3,10,24,0.83,0.1536,5
ninf3_gradual,3,11,12,0.1357,0.0531,5
ninf3_gradual,3,11,13,0.1254,0.0759,5
ninf3_gradual,3,11,14,0.3562,0.183,5
ninf3_gradual,3,11,15,0.6256,0.325,5
ninf3_gradual,3,11,16,0.7339,0.3905,5
ninf3_gradual,3,11,17,0.7105,0.3416,5
ninf3_gradual,3,11,18,0.6766,0.2667,5
ninf3_gradual,3,11,19,0.7337,0.2527,5
ninf3_gradual,3,11,20,0.7782,0.2683,5
ninf3_gradual,3,11,21,0.7517,0.2335,5
ninf3_gradual,3,11,22,0.7463,0.1766,5
ninf3_gradual,3,11,23,0.8284,0.1551,5
ninf3_gradual,3,11,24,0.89,0.1571,5
ninf3_gradual,3,12,13,0.1267,0.0577,5
ninf3_gradual,3,12,14,0.4055,0.2066,5
ninf3_gradual,3,12,15,0.6838,0.3566,5
ninf3_gradual,3,12,16,0.7933,0.4248,5
ninf3_gradual,3,12,17,0.7741,0.378,5
ninf3_gradual,3,12,18,0.7445,0.3058,5
ninf3_gradual,3,12,19,0.7985,0.2867,5
ninf3_gradual,3,12,20,0.8402,0.2969,5
ninf3_gradual,3,12,21,0.8137,0.2695,5
ninf3_gradual,3,12,22,0.8115,0.2156,5
ninf3_gradual,3,12,23,0.8911,0.1826,5
ninf3_gradual,3,12,24,0.9502,0.1778,5
ninf3_gradual,3,13,14,0.2883,0.1422,5
ninf3_gradual,3,13,15,0.566,0.2921,5
ninf3_gradual,3,13,16,0.6771,0.3577,5
ninf3_gradual,3,13,17,0.6603,0.3127,5
ninf3_gradual,3,13,18,0.6457,0.254,5
ninf3_gradual,3,13,19,0.7287,0.2549,5
ninf3_gradual,3,13,20,0.7839,0.2712,5
ninf3_gradual,3,13,21,0.7553,0.2384,5
ninf3_gradual,3,13,22,0.7488,0.1759,5
ninf3_gradual,3,13,23,0.8274,0.147,5
ninf3_gradual,3,13,24,0.8884,0.1466,5
ninf3_gradual,3,14,15,0.2875,0.1388,5
ninf3_gradual,3,14,16,0.3976,0.2032,5
ninf3_gradual,3,14,17,0.3862,0.1664,5
ninf3_gradual,3,14,18,0.4324,0.1566,5
ninf3_gradual,3,14,19,0.6099,0.2079,5
ninf3_gradual,3,14,20,0.6993,0.2345,5
ninf3_gradual,3,14,21,0.6662,0.198,5
ninf3_gradual,3,14,22,0.6521,0.1224,5
ninf3_gradual,3,14,23,0.7306,0.1004,5
ninf3_gradual,3,14,24,0.7966,0.1032,5
ninf3_gradual,3,15,16,0.1288,0.047,5
ninf3_gradual,3,15,17,0.1582,0.0434,5
ninf3_gradual,3,15,18,0.3688,0.1246,5
ninf3_gradual,3,15,19,0.6322,0.2163,5
ninf3_gradual,3,15,20,0.7426,0.2493,5
ninf3_gradual,3,15,21,0.7066,0.2294,5
ninf3_gradual,3,15,22,0.6862,0.1714,5
ninf3_gradual,3,15,23,0.7568,0.1334,5
ninf3_gradual,3,15,24,0.8215,0.1197,5
ninf3_gradual,3,16,17,0.1273,0.0319,5
ninf3_gradual,3,16,18,0.3908,0.133,5
ninf3_gradual,3,16,19,0.6638,0.2311,5
ninf3_gradual,3,16,20,0.7764,0.2651,5
ninf3_gradual,3,16,21,0.7397,0.2546,5
ninf3_gradual,3,16,22,0.7175,0.2102,5
ninf3_gradual,3,16,23,0.7859,0.1719,5
ninf3_gradual,3,16,24,0.849,0.1553,5
ninf3_gradual,3,17,18,0.2717,0.0999,5
ninf3_gradual,3,17,19,0.5428,0.1989,5
ninf3_gradual,3,17,20,0.6554,0.233,5
ninf3_gradual,3,17,21,0.6215,0.2228,5
ninf3_gradual,3,17,22,0.6214,0.1749,5
ninf3_gradual,3,17,23,0.7227,0.1396,5
ninf3_gradual,3,17,24,0.798,0.1251,5
ninf3_gradual,3,18,19,0.2771,0.0978,5
ninf3_gradual,3,18,20,0.3877,0.132,5
ninf3_gradual,3,18,21,0.3667,0.1192,5
ninf3_gradual,3,18,22,0.4477,0.0748,5
ninf3_gradual,3,18,23,0.6391,0.0764,5
ninf3_gradual,3,18,24,0.7411,0.0695,5
ninf3_gradual,3,19,20,0.1217,0.0335,5
ninf3_gradual,3,19,21,0.1477,0.0152,5
ninf3_gradual,3,19,22,0.3846,0.0279,5
ninf3_gradual,3,19,23,0.6545,0.0667,5
ninf3_gradual,3,19,24,0.7714,0.0629,5
ninf3_gradual,3,20,21,0.1274,0.0076,5
ninf3_gradual,3,20,22,0.4086,0.0416,5
ninf3_gradual,3,20,23,0.6895,0.0824,5
ninf3_gradual,3,20,24,0.8071,0.0818,5
ninf3_gradual,3,21,22,0.2883,0.0337,5
ninf3_gradual,3,21,23,0.5685,0.0747,5
ninf3_gradual,3,21,24,0.6857,0.0743,5
ninf3_gradual,3,22,23,0.2843,0.0419,5
ninf3_gradual,3,22,24,0.3999,0.0426,5
ninf3_gradual,3,23,24,0.1243,0.0094,5
ninf5_gradual,5,0,1,0.2395,0.042,5
ninf5_gradual,5,0,2,0.8212,0.153,5
ninf5_gradual,5,0,3,1.4142,0.2565,5
ninf5_gradual,5,0,4,1.6633,0.2867,5
ninf5_gradual,5,0,5,1.6381,0.2292,5
ninf5_gradual,5,0,6,1.6014,0.1429,5
ninf5_gradual,5,0,7,1.6818,0.2135,5
ninf5_gradual,5,0,8,1.7481,0.2454,5
ninf5_gradual,5,0,9,1.6865,0.225,5
ninf5_gradual,5,0,10,1.618,0.182,5
ninf5_gradual,5,0,11,1.6773,0.205,5
ninf5_gradual,5,0,12,1.7265,0.2299,5
ninf5_gradual,5,0,13,1.6524,0.218,5
ninf5_gradual,5,0,14,1.5477,0.1854,5
ninf5_gradual,5,0,15,1.5558,0.1665,5
ninf5_gradual,5,0,16,1.5903,0.1803,5
ninf5_gradual,5,0,17,1.5256,0.1759,5
ninf5_gradual,5,0,18,1.4432,0.3047,5
ninf5_gradual,5,0,19,1.4746,0.4481,5
ninf5_gradual,5,0,20,1.5251,0.4952,5
ninf5_gradual,5,0,21,1.48,0.4539,5
ninf5_gradual,5,0,22,1.4783,0.3338,5
ninf5_gradual,5,0,23,1.6184,0.182,5
ninf5_gradual,5,0,24,1.7087,0.1611,5
ninf5_gradual,5,1,2,0.5868,0.1104,5
ninf5_gradual,5,1,3,1.1796,0.2139,5
ninf5_gradual,5,1,4,1.4288,0.2439,5
ninf5_gradual,5,1,5,1.4057,0.1867,5
ninf5_gradual,5,1,6,1.387,0.13,5
ninf5_gradual,5,1,7,1.5057,0.2199,5
ninf5_gradual,5,1,8,1.5919,0.2491,5
ninf5_gradual,5,1,9,1.5292,0.2262,5
ninf5_gradual,5,1,10,1.4595,0.1775,5
ninf5_gradual,5,1,11,1.5314,0.191,5
ninf5_gradual,5,1,12,1.5885,0.2144,5
ninf5_gradual,5,1,13,1.5085,0.1989,5
ninf5_gradual,5,1,14,1.3932,0.1679,5
ninf5_gradual,5,1,15,1.402,0.1593,5
ninf5_gradual,5,1,16,1.4393,0.18,5
ninf5_gradual,5,1,17,1.3728,0.158,5
ninf5_gradual,5,1,18,1.2947,0.2672,5
ninf5_gradual,5,1,19,1.343,0.4038,5
ninf5_gradual,5,1,20,1.404,0.4482,5
ninf5_gradual,5,1,21,1.3496,0.4082,5
ninf5_gradual,5,1,22,1.3363,0.2906,5
ninf5_gradual,5,1,23,1.4776,0.1517,5
ninf5_gradual,5,1,24,1.5717,0.1459,5
ninf5_gradual,5,2,3,0.5948,0.1037,5
ninf5_gradual,5,2,4,0.8434,0.1338,5
ninf5_gradual,5,2,5,0.8321,0.0842,5
ninf5_gradual,5,2,6,0.9081,0.1298,5
ninf5_gradual,5,2,7,1.1829,0.2066,5
ninf5_gradual,5,2,8,1.3311,0.2217,5
ninf5_gradual,5,2,9,1.2685,0.1938,5
ninf5_gradual,5,2,10,1.192,0.1527,5
ninf5_gradual,5,2,11,1.2892,0.1733,5
ninf5_gradual,5,2,12,1.3635,0.1996,5
ninf5_gradual,5,2,13,1.2751,0.1756,5
ninf5_gradual,5,2,14,1.1483,0.1425,5
ninf5_gradual,5,2,15,1.1685,0.1579,5
ninf5_gradual,5,2,16,1.2148,0.1878,5
ninf5_gradual,5,2,17,1.1443,0.1398,5
ninf5_gradual,5,2,18,1.0796,0.1672,5
ninf5_gradual,5,2,19,1.1649,0.2796,5
ninf5_gradual,5,2,20,1.2449,0.3211,5
ninf5_gradual,5,2,21,1.1721,0.282,5
ninf5_gradual,5,2,22,1.1306,0.1851,5
ninf5_gradual,5,2,23,1.2662,0.1296,5
ninf5_gradual,5,2,24,1.3661,0.1612,5
ninf5_gradual,5,3,4,0.2546,0.0293,5
ninf5_gradual,5,3,5,0.3002,0.0437,5
ninf5_gradual,5,3,6,0.6513,0.1113,5
ninf5_gradual,5,3,7,1.1069,0.1659,5
ninf5_gradual,5,3,8,1.3008,0.1842,5
ninf5_gradual,5,3,9,1.2482,0.1556,5
ninf5_gradual,5,3,10,1.1775,0.133,5
ninf5_gradual,5,3,11,1.2843,0.1691,5
ninf5_gradual,5,3,12,1.3656,0.1957,5
ninf5_gradual,5,3,13,1.2819,0.1698,5
ninf5_gradual,5,3,14,1.1671,0.1285,5
ninf5_gradual,5,3,15,1.1993,0.1382,5
ninf5_gradual,5,3,16,1.2479,0.1638,5
ninf5_gradual,5,3,17,1.1828,0.1345,5
ninf5_gradual,5,3,18,1.1403,0.1172,5
ninf5_gradual,5,3,19,1.2449,0.1886,5
ninf5_gradual,5,3,20,1.3294,0.2245,5
ninf5_gradual,5,3,21,1.2506,0.1967,5
ninf5_gradual,5,3,22,1.1826,0.1856,5
ninf5_gradual,5,3,23,1.2912,0.2061,5
ninf5_gradual,5,3,24,1.3838,0.2274,5
ninf5_gradual,5,4,5,0.2025,0.0288,5
ninf5_gradual,5,4,6,0.6642,0.0975,5
ninf5_gradual,5,4,7,1.1442,0.165,5
ninf5_gradual,5,4,8,1.3435,0.1903,5
ninf5_gradual,5,4,9,1.2989,0.1719,5
ninf5_gradual,5,4,10,1.2418,0.1545,5
ninf5_gradual,5,4,11,1.3545,0.1824,5
ninf5_gradual,5,4,12,1.4375,0.2042,5
ninf5_gradual,5,4,13,1.3602,0.1798,5
ninf5_gradual,5,4,14,1.256,0.1407,5
ninf5_gradual,5,4,15,1.2915,0.1368,5
ninf5_gradual,5,4,16,1.3389,0.1523,5
ninf5_gradual,5,4,17,1.2796,0.1419,5
ninf5_gradual,5,4,18,1.2476,0.1302,5
ninf5_gradual,5,4,19,1.3531,0.1763,5
ninf5_gradual,5,4,20,1.4352,0.2064,5
ninf5_gradual,5,4,21,1.3575,0.1883,5
ninf5_gradual,5,4,22,1.2831,0.2159,5
ninf5_gradual,5,4,23,1.3739,0.251,5
ninf5_gradual,5,4,24,1.4588,0.2685,5
ninf5_gradual,5,5,6,0.4679,0.0714,5
ninf5_gradual,5,5,7,0.9478,0.1397,5
ninf5_gradual,5,5,8,1.1468,0.1654,5
ninf5_gradual,5,5,9,1.105,0.1494,5
ninf5_gradual,5,5,10,1.0767,0.1383,5
ninf5_gradual,5,5,11,1.2388,0.1792,5
ninf5_gradual,5,5,12,1.3422,0.2069,5
ninf5_gradual,5,5,13,1.2638,0.1755,5
ninf5_gradual,5,5,14,1.1542,0.1199,5
ninf5_gradual,5,5,15,1.1951,0.1156,5
ninf5_gradual,5,5,16,1.2467,0.1383,5
ninf5_gradual,5,5,17,1.1835,0.1149,5
ninf5_gradual,5,5,18,1.1469,0.0831,5
ninf5_gradual,5,5,19,1.2575,0.1564,5
ninf5_gradual,5,5,20,1.3427,0.2007,5
ninf5_gradual,5,5,21,1.2631,0.1727,5
ninf5_gradual,5,5,22,1.1889,0.1896,5
ninf5_gradual,5,5,23,1.2883,0.2459,5
ninf5_gradual,5,5,24,1.3772,0.2723,5
ninf5_gradual,5,6,7,0.482,0.0679,5
ninf5_gradual,5,6,8,0.6807,0.0945,5
ninf5_gradual,5,6,9,0.6521,0.0838,5
ninf5_gradual,5,6,10,0.7473,0.1078,5
ninf5_gradual,5,6,11,1.0602,0.1922,5
ninf5_gradual,5,6,12,1.2134,0.2293,5
ninf5_gradual,5,6,13,1.1361,0.1841,5
ninf5_gradual,5,6,14,1.0134,0.0955,5
ninf5_gradual,5,6,15,1.0578,0.1083,5
ninf5_gradual,5,6,16,1.1143,0.1448,5
ninf5_gradual,5,6,17,1.0435,0.1133,5
ninf5_gradual,5,6,18,0.9946,0.069,5
ninf5_gradual,5,6,19,1.1126,0.1714,5
ninf5_gradual,5,6,20,1.201,0.2387,5
ninf5_gradual,5,6,21,1.1235,0.191,5
ninf5_gradual,5,6,22,1.0654,0.1442,5
ninf5_gradual,5,6,23,1.1886,0.2259,5
ninf5_gradual,5,6,24,1.2845,0.2691,5
ninf5_gradual,5,7,8,0.2048,0.029,5
ninf5_gradual,5,7,9,0.2513,0.0357,5
ninf5_gradual,5,7,10,0.6272,0.133,5
ninf5_gradual,5,7,11,1.0773,0.2247,5
ninf5_gradual,5,7,12,1.2633,0.2609,5
ninf5_gradual,5,7,13,1.1959,0.2181,5
ninf5_gradual,5,7,14,1.074,0.1544,5
ninf5_gradual,5,7,15,1.1148,0.1537,5
ninf5_gradual,5,7,16,1.1684,0.1759,5
ninf5_gradual,5,7,17,1.0987,0.1735,5
ninf5_gradual,5,7,18,1.0427,0.183,5
ninf5_gradual,5,7,19,1.1581,0.2259,5
ninf5_gradual,5,7,20,1.2406,0.2869,5
ninf5_gradual,5,7,21,1.1743,0.2408,5
ninf5_gradual,5,7,22,1.1386,0.1636,5
ninf5_gradual,5,7,23,1.2739,0.2048,5
ninf5_gradual,5,7,24,1.3672,0.2458,5
ninf5_gradual,5,8,9,0.1908,0.0404,5
ninf5_gradual,5,8,10,0.6575,0.1439,5
ninf5_gradual,5,8,11,1.1261,0.2318,5
ninf5_gradual,5,8,12,1.316,0.2684,5
ninf5_gradual,5,8,13,1.256,0.2294,5
ninf5_gradual,5,8,14,1.1445,0.1764,5
ninf5_gradual,5,8,15,1.1891,0.1741,5
ninf5_gradual,5,8,16,1.2422,0.1926,5
ninf5_gradual,5,8,17,1.1748,0.1965,5
ninf5_gradual,5,8,18,1.1146,0.2184,5
ninf5_gradual,5,8,19,1.2217,0.2441,5
ninf5_gradual,5,8,20,1.3001,0.294,5
ninf5_gradual,5,8,21,1.2405,0.2507,5
ninf5_gradual,5,8,22,1.2148,0.1732,5
ninf5_gradual,5,8,23,1.3522,0.1985,5
ninf5_gradual,5,8,24,1.4429,0.236,5
ninf5_gradual,5,9,10,0.4737,0.1016,5
ninf5_gradual,5,9,11,0.942,0.1896,5
ninf5_gradual,5,9,12,1.1316,0.2268,5
ninf5_gradual,5,9,13,1.075,0.189,5
ninf5_gradual,5,9,14,0.9891,0.1432,5
ninf5_gradual,5,9,15,1.0831,0.1593,5
ninf5_gradual,5,9,16,1.1575,0.1924,5
ninf5_gradual,5,9,17,1.0873,0.1814,5
ninf5_gradual,5,9,18,1.0222,0.1816,5
ninf5_gradual,5,9,19,1.1321,0.2263,5
ninf5_gradual,5,9,20,1.2124,0.2862,5
ninf5_gradual,5,9,21,1.1473,0.2373,5
ninf5_gradual,5,9,22,1.1137,0.1599,5
ninf5_gradual,5,9,23,1.2533,0.2145,5
ninf5_gradual,5,9,24,1.347,0.2606,5
ninf5_gradual,5,10,11,0.471,0.0874,5
ninf5_gradual,5,10,12,0.6599,0.1247,5
ninf5_gradual,5,10,13,0.6166,0.0931,5
ninf5_gradual,5,10,14,0.6478,0.0994,5
ninf5_gradual,5,10,15,0.9034,0.2118,5
ninf5_gradual,5,10,16,1.0358,0.2607,5
ninf5_gradual,5,10,17,0.9648,0.2244,5
ninf5_gradual,5,10,18,0.9017,0.16,5
ninf5_gradual,5,10,19,1.0143,0.2441,5
ninf5_gradual,5,10,20,1.0936,0.3186,5
ninf5_gradual,5,10,21,1.0174,0.2627,5
ninf5_gradual,5,10,22,0.9614,0.1849,5
ninf5_gradual,5,10,23,1.0954,0.2623,5
ninf5_gradual,5,10,24,1.1931,0.3099,5
ninf5_gradual,5,11,12,0.1951,0.0355,5
ninf5_gradual,5,11,13,0.2244,0.0316,5
ninf5_gradual,5,11,14,0.5439,0.1411,5
ninf5_gradual,5,11,15,0.951,0.254,5
ninf5_gradual,5,11,16,1.1203,0.3013,5
ninf5_gradual,5,11,17,1.0562,0.2652,5
ninf5_gradual,5,11,18,0.9909,0.2249,5
ninf5_gradual,5,11,19,1.0825,0.316,5
ninf5_gradual,5,11,20,1.1532,0.3737,5
ninf5_gradual,5,11,21,1.0795,0.3159,5
ninf5_gradual,5,11,22,1.0224,0.2116,5
ninf5_gradual,5,11,23,1.1453,0.2406,5
ninf5_gradual,5,11,24,1.2376,0.2773,5
ninf5_gradual,5,12,13,0.1848,0.0478,5
ninf5_gradual,5,12,14,0.5943,0.162,5
ninf5_gradual,5,12,15,1.0168,0.2767,5
ninf5_gradual,5,12,16,1.1903,0.3247,5
ninf5_gradual,5,12,17,1.1323,0.2931,5
ninf5_gradual,5,12,18,1.0745,0.2636,5
ninf5_gradual,5,12,19,1.1635,0.3446,5
ninf5_gradual,5,12,20,1.2331,0.3889,5
ninf5_gradual,5,12,21,1.1614,0.3349,5
ninf5_gradual,5,12,22,1.1021,0.2284,5
ninf5_gradual,5,12,23,1.2142,0.2278,5
ninf5_gradual,5,12,24,1.3008,0.2569,5
ninf5_gradual,5,13,14,0.4174,0.1158,5
ninf5_gradual,5,13,15,0.8392,0.2306,5
ninf5_gradual,5,13,16,1.0125,0.2787,5
ninf5_gradual,5,13,17,0.9593,0.2483,5
ninf5_gradual,5,13,18,0.9332,0.2374,5
ninf5_gradual,5,13,19,1.074,0.3352,5
ninf5_gradual,5,13,20,1.1683,0.3745,5
ninf5_gradual,5,13,21,1.0948,0.3151,5
ninf5_gradual,5,13,22,1.0251,0.2127,5
ninf5_gradual,5,13,23,1.1359,0.2439,5
ninf5_gradual,5,13,24,1.2255,0.2809,5
ninf5_gradual,5,14,15,0.4248,0.1141,5
ninf5_gradual,5,14,16,0.5979,0.1627,5
ninf5_gradual,5,14,17,0.5576,0.1373,5
ninf5_gradual,5,14,18,0.6419,0.2028,5
ninf5_gradual,5,14,19,0.9399,0.3024,5
ninf5_gradual,5,14,20,1.0897,0.3312,5
ninf5_gradual,5,14,21,1.0147,0.2719,5
ninf5_gradual,5,14,22,0.9288,0.2091,5
ninf5_gradual,5,14,23,1.0378,0.3018,5
ninf5_gradual,5,14,24,1.1328,0.3481,5
ninf5_gradual,5,15,16,0.1791,0.0462,5
ninf5_gradual,5,15,17,0.2139,0.0548,5
ninf5_gradual,5,15,18,0.5752,0.1585,5
ninf5_gradual,5,15,19,0.9976,0.2654,5
ninf5_gradual,5,15,20,1.1759,0.2997,5
ninf5_gradual,5,15,21,1.1054,0.2629,5
ninf5_gradual,5,15,22,1.0116,0.2634,5
ninf5_gradual,5,15,23,1.1081,0.3599,5
ninf5_gradual,5,15,24,1.1983,0.4004,5
ninf5_gradual,5,16,17,0.1854,0.0483,5
ninf5_gradual,5,16,18,0.6186,0.1544,5
ninf5_gradual,5,16,19,1.0522,0.2691,5
ninf5_gradual,5,16,20,1.2341,0.3048,5
ninf5_gradual,5,16,21,1.1675,0.279,5
ninf5_gradual,5,16,22,1.0784,0.29,5
ninf5_gradual,5,16,23,1.1742,0.3723,5
ninf5_gradual,5,16,24,1.2622,0.4083,5
ninf5_gradual,5,17,18,0.442,0.102,5
ninf5_gradual,5,17,19,0.8743,0.2178,5
ninf5_gradual,5,17,20,1.0563,0.2531,5
ninf5_gradual,5,17,21,0.9935,0.2297,5
ninf5_gradual,5,17,22,0.9344,0.2613,5
ninf5_gradual,5,17,23,1.087,0.3531,5
ninf5_gradual,5,17,24,1.1967,0.3913,5
ninf5_gradual,5,18,19,0.4361,0.1141,5
ninf5_gradual,5,18,20,0.6175,0.1507,5
ninf5_gradual,5,18,21,0.5724,0.136,5
ninf5_gradual,5,18,22,0.6626,0.213,5
ninf5_gradual,5,18,23,0.9953,0.3004,5
ninf5_gradual,5,18,24,1.1542,0.3436,5
ninf5_gradual,5,19,20,0.1888,0.0343,5
ninf5_gradual,5,19,21,0.229,0.0669,5
ninf5_gradual,5,19,22,0.623,0.1791,5
ninf5_gradual,5,19,23,1.0768,0.2788,5
ninf5_gradual,5,19,24,1.2577,0.3332,5
ninf5_gradual,5,20,21,0.2066,0.0502,5
ninf5_gradual,5,20,22,0.6754,0.1719,5
ninf5_gradual,5,20,23,1.1399,0.2786,5
ninf5_gradual,5,20,24,1.3226,0.3343,5
ninf5_gradual,5,21,22,0.4765,0.1203,5
ninf5_gradual,5,21,23,0.9402,0.2271,5
ninf5_gradual,5,21,24,1.1228,0.2829,5
ninf5_gradual,5,22,23,0.4672,0.1065,5
ninf5_gradual,5,22,24,0.649,0.1618,5
ninf5_gradual,5,23,24,0.1884,0.0552,5
ninf10_gradual,10,0,1,0.2876,0.0348,5
ninf10_gradual,10,0,2,0.9881,0.1473,5
ninf10_gradual,10,0,3,1.6947,0.255,5
ninf10_gradual,10,0,4,1.9939,0.3096,5
ninf10_gradual,10,0,5,1.9131,0.3158,5
ninf10_gradual,10,0,6,1.8002,0.3263,5
ninf10_gradual,10,0,7,1.8946,0.282,5
ninf10_gradual,10,0,8,1.9939,0.2676,5
ninf10_gradual,10,0,9,1.9052,0.2636,5
ninf10_gradual,10,0,10,1.86,0.2935,5
ninf10_gradual,10,0,11,2.0486,0.3615,5
ninf10_gradual,10,0,12,2.1819,0.3782,5
ninf10_gradual,10,0,13,2.077,0.3491,5
ninf10_gradual,10,0,14,1.9198,0.2901,5
ninf10_gradual,10,0,15,2.0745,0.2526,5
ninf10_gradual,10,0,16,2.1975,0.2461,5
ninf10_gradual,10,0,17,2.0853,0.2667,5
ninf10_gradual,10,0,18,1.9292,0.3246,5
ninf10_gradual,10,0,19,1.9824,0.3663,5
ninf10_gradual,10,0,20,2.0553,0.39,5
ninf10_gradual,10,0,21,1.996,0.3681,5
ninf10_gradual,10,0,22,1.962,0.2886,5
ninf10_gradual,10,0,23,2.1273,0.2634,5
ninf10_gradual,10,0,24,2.2318,0.2644,5
ninf10_gradual,10,1,2,0.7079,0.114,5
ninf10_gradual,10,1,3,1.4137,0.2222,5
ninf10_gradual,10,1,4,1.7129,0.2762,5
ninf10_gradual,10,1,5,1.6372,0.2799,5
ninf10_gradual,10,1,6,1.5617,0.2779,5
ninf10_gradual,10,1,7,1.7228,0.2218,5
ninf10_gradual,10,1,8,1.8507,0.2132,5
ninf10_gradual,10,1,9,1.7542,0.209,5
ninf10_gradual,10,1,10,1.6921,0.2495,5
ninf10_gradual,10,1,11,1.8863,0.3338,5
ninf10_gradual,10,1,12,2.0272,0.3513,5
ninf10_gradual,10,1,13,1.9158,0.3123,5
ninf10_gradual,10,1,14,1.7595,0.2255,5
ninf10_gradual,10,1,15,1.9332,0.1817,5
ninf10_gradual,10,1,16,2.0663,0.1865,5
ninf10_gradual,10,1,17,1.946,0.2036,5
ninf10_gradual,10,1,18,1.7715,0.2724,5
ninf10_gradual,10,1,19,1.8191,0.3396,5
ninf10_gradual,10,1,20,1.8952,0.3724,5
ninf10_gradual,10,1,21,1.8278,0.3477,5
ninf10_gradual,10,1,22,1.7889,0.2536,5
ninf10_gradual,10,1,23,1.9651,0.2223,5
ninf10_gradual,10,1,24,2.0771,0.2226,5
ninf10_gradual,10,2,3,0.7094,0.1082,5
ninf10_gradual,10,2,4,1.0078,0.162,5
ninf10_gradual,10,2,5,0.951,0.1616,5
ninf10_gradual,10,2,6,1.0363,0.1384,5
ninf10_gradual,10,2,7,1.4155,0.1141,5
ninf10_gradual,10,2,8,1.6215,0.1415,5
ninf10_gradual,10,2,9,1.5073,0.1498,5
ninf10_gradual,10,2,10,1.3991,0.2214,5
ninf10_gradual,10,2,11,1.6012,0.3218,5
ninf10_gradual,10,2,12,1.7594,0.3271,5
ninf10_gradual,10,2,13,1.6316,0.2775,5
ninf10_gradual,10,2,14,1.4818,0.1803,5
ninf10_gradual,10,2,15,1.6963,0.1821,5
ninf10_gradual,10,2,16,1.8531,0.2031,5
ninf10_gradual,10,2,17,1.7177,0.1995,5
ninf10_gradual,10,2,18,1.5111,0.223,5
ninf10_gradual,10,2,19,1.5525,0.3006,5
ninf10_gradual,10,2,20,1.6357,0.3463,5
ninf10_gradual,10,2,21,1.5457,0.3123,5
ninf10_gradual,10,2,22,1.4795,0.1927,5
ninf10_gradual,10,2,23,1.6643,0.1809,5
ninf10_gradual,10,2,24,1.7891,0.1903,5
ninf10_gradual,10,3,4,0.3058,0.0581,5
ninf10_gradual,10,3,5,0.347,0.0395,5
ninf10_gradual,10,3,6,0.8228,0.0687,5
ninf10_gradual,10,3,7,1.4158,0.1302,5
ninf10_gradual,10,3,8,1.6742,0.1597,5
ninf10_gradual,10,3,9,1.559,0.181,5
ninf10_gradual,10,3,10,1.4165,0.2442,5
ninf10_gradual,10,3,11,1.5909,0.3095,5
ninf10_gradual,10,3,12,1.7432,0.2995,5
ninf10_gradual,10,3,13,1.6137,0.2644,5
ninf10_gradual,10,3,14,1.4946,0.2485,5
ninf10_gradual,10,3,15,1.7225,0.3001,5
ninf10_gradual,10,3,16,1.8866,0.3163,5
ninf10_gradual,10,3,17,1.7523,0.3127,5
ninf10_gradual,10,3,18,1.5441,0.2898,5
ninf10_gradual,10,3,19,1.576,0.3313,5
ninf10_gradual,10,3,20,1.6556,0.372,5
ninf10_gradual,10,3,21,1.5568,0.3356,5
ninf10_gradual,10,3,22,1.4732,0.2399,5
ninf10_gradual,10,3,23,1.6407,0.2396,5
ninf10_gradual,10,3,24,1.7632,0.2489,5
ninf10_gradual,10,4,5,0.2752,0.0291,5
ninf10_gradual,10,4,6,0.8832,0.0809,5
ninf10_gradual,10,4,7,1.5047,0.1451,5
ninf10_gradual,10,4,8,1.7689,0.172,5
ninf10_gradual,10,4,9,1.6616,0.1899,5
ninf10_gradual,10,4,10,1.523,0.2365,5
ninf10_gradual,10,4,11,1.6833,0.2881,5
ninf10_gradual,10,4,12,1.8263,0.2763,5
ninf10_gradual,10,4,13,1.7026,0.245,5
ninf10_gradual,10,4,14,1.5996,0.2445,5
ninf10_gradual,10,4,15,1.8175,0.311,5
ninf10_gradual,10,4,16,1.9761,0.3296,5
ninf10_gradual,10,4,17,1.8463,0.3293,5
ninf10_gradual,10,4,18,1.6455,0.3023,5
ninf10_gradual,10,4,19,1.6691,0.3442,5
ninf10_gradual,10,4,20,1.7431,0.3821,5
ninf10_gradual,10,4,21,1.6459,0.3469,5
ninf10_gradual,10,4,22,1.5599,0.2744,5
ninf10_gradual,10,4,23,1.7137,0.2759,5
ninf10_gradual,10,4,24,1.8304,0.284,5
ninf10_gradual,10,5,6,0.6149,0.0526,5
ninf10_gradual,10,5,7,1.2358,0.1169,5
ninf10_gradual,10,5,8,1.5005,0.1433,5
ninf10_gradual,10,5,9,1.4002,0.1641,5
ninf10_gradual,10,5,10,1.3199,0.2141,5
ninf10_gradual,10,5,11,1.5772,0.252,5
ninf10_gradual,10,5,12,1.7561,0.2361,5
ninf10_gradual,10,5,13,1.6217,0.1984,5
ninf10_gradual,10,5,14,1.4883,0.1875,5
