cell,n_informative,concept,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19
ninf5_gradual,5,3,0.0811,-0.0038,0.0845,-0.8238,-0.4098,0.4219,-0.1698,-0.007,0.0008,0.0101,0.0148,-0.0137,0.4212,0.0066,-0.0194,-0.0036,0.0104,0.0106,-0.0022,0.093
ninf5_gradual,5,4,0.0025,-0.0129,0.0047,-0.9598,-0.4938,0.4781,-0.0168,0.0026,0.0006,0.0004,-0.0073,-0.0046,0.4881,0.0046,-0.0006,0.0014,-0.0022,0.0016,0.0062,0.0096
ninf5_gradual,5,5,-0.0004,-0.0723,-0.0007,-0.8351,-0.4208,0.414,-0.0119,-0.0035,0.0109,0.0011,-0.001,0.0013,0.5175,0.0046,-0.006,0.0157,0.007,0.0073,0.0874,-0.0087
ninf5_gradual,5,6,-0.0016,-0.2357,-0.0003,-0.5087,-0.2453,0.2629,-0.0046,-0.0012,-0.0051,-0.0009,-0.0015,-0.0055,0.501,-0.0113,0.0055,0.0008,-0.006,0.0079,0.2413,-0.0048
ninf5_gradual,5,7,-0.0048,-0.4162,-0.0011,-0.1689,-0.0869,0.086,0.0051,-0.0035,0.0111,0.0035,0.0036,0.0134,0.4938,-0.0052,0.0058,0.0045,-0.0012,0.008,0.3908,-0.0109
ninf5_gradual,5,8,0.0002,-0.4903,0.0028,-0.0176,-0.0059,0.0116,-0.0019,0.0054,0.0014,-0.0094,0.0033,-0.0026,0.4846,-0.0018,-0.0014,-0.0003,0.017,0.0066,0.4859,-0.0019
ninf5_gradual,5,9,0.004,-0.4288,-0.0002,0.008,0.0069,-0.0097,-0.0141,0.0043,-0.0008,-0.0991,0.01,-0.0129,0.4287,0.0009,-0.0057,-0.0067,0.161,0.0758,0.4162,0.012
ninf5_gradual,5,10,-0.0034,-0.2467,0.0093,-0.0049,-0.0001,-0.0004,0.0024,0.0009,0.0046,-0.259,-0.0049,0.0007,0.2444,0.0038,0.0036,0.0028,0.5022,0.259,0.2586,-0.0013
ninf5_gradual,5,11,-0.0105,-0.0806,0.0085,-0.0036,0.0027,-0.0038,-0.0045,0.0032,-0.0041,-0.4296,0.0033,-0.0056,0.0845,0.0031,0.0048,0.0118,0.8329,0.4072,0.0809,-0.0098
ninf5_gradual,5,12,-0.0047,-0.0174,-0.0012,-0.0059,-0.0006,-0.0142,-0.0015,-0.0004,0.0016,-0.4749,-0.0002,-0.0003,0.0082,0.0064,0.0002,-0.0004,0.965,0.4801,0.012,0.0019
ninf5_gradual,5,13,-0.085,-0.0902,-0.0057,-0.0879,0.0252,-0.0625,-0.0073,0.0013,0.0033,-0.34,0.0093,0.0232,-0.0151,-0.0119,0.0013,0.0088,0.8419,0.4132,0.0031,0.0059
ninf5_gradual,5,14,-0.2502,-0.2571,-0.0075,-0.2516,0.0039,-0.2464,-0.0023,-0.0014,-0.0023,-0.0143,-0.0007,-0.0058,-0.0062,-0.0047,0.0015,-0.0051,0.4934,0.2591,0.0018,-0.002
ninf5_gradual,5,15,-0.4208,-0.4205,0.0027,-0.4163,-0.0067,-0.4119,-0.003,0.0028,-0.0002,0.3293,0.0106,-0.0068,0.0034,-0.0166,0.0027,-0.0089,0.158,0.0887,0.0026,-0.0095
ninf5_gradual,5,16,-0.4747,-0.4729,-0.0042,-0.4809,0.0072,-0.4814,-0.0062,0.0006,-0.0135,0.4735,0.0071,-0.0088,-0.0011,-0.0033,-0.0027,0.0054,0.019,0.0112,0.0148,0.0002
ninf5_gradual,5,17,-0.3264,-0.4115,-0.0024,-0.4287,0.0111,-0.3966,-0.0878,-0.0059,-0.0658,0.4229,0.0019,-0.0858,-0.0047,0.0115,0.0033,0.0099,0.0064,0.0087,0.0885,-0.0048
ninf5_gradual,5,18,-0.0022,-0.255,-0.005,-0.2434,0.0075,-0.2539,-0.257,-0.0079,-0.2456,0.239,0.0048,-0.2491,0.0013,0.0048,-0.0107,0.0072,0.0011,0.0006,0.2481,-0.0006
ninf5_gradual,5,19,0.3316,-0.0767,-0.0038,-0.0808,0.0035,-0.0829,-0.4391,0.0066,-0.4233,0.0707,0.0045,-0.4314,0.0089,0.0102,-0.0036,-0.0027,-0.0066,-0.0024,0.4222,0.0006
ninf5_gradual,5,20,0.4842,0.0073,-0.001,-0.01,0.0003,-0.0082,-0.4782,-0.0132,-0.4886,0.0115,0.0078,-0.4814,-0.0039,0.003,0.0047,0.0004,0.0043,0.0048,0.481,-0.0045
ninf5_gradual,5,21,0.4073,0.1684,0.0004,-0.0051,-0.0011,0.0103,-0.4091,-0.0733,-0.423,0.0088,-0.0114,-0.4076,-0.0858,0.0003,-0.0008,-0.0091,0.0011,-0.0017,0.4103,0.002
ninf5_gradual,5,22,0.2456,0.5149,0.0034,-0.0032,0.0028,-0.0007,-0.2655,-0.2473,-0.2284,-0.0028,0.0001,-0.2434,-0.2436,-0.0019,-0.0056,0.0003,-0.0018,0.0031,0.2487,0.001
ninf5_gradual,5,23,0.0846,0.8438,-0.0043,-0.007,-0.0054,0.0118,-0.0682,-0.4164,-0.0971,-0.0079,-0.0064,-0.0773,-0.4192,0.0145,-0.0069,-0.0087,-0.0086,0.001,0.0724,0.0043
ninf5_gradual,5,24,0.0213,0.9717,-0.0025,0.0007,0.0031,-0.0023,-0.0245,-0.4852,-0.0144,0.0059,-0.0031,-0.0207,-0.4821,-0.0066,-0.002,0.0036,0.0025,0.0056,0.0214,-0.0079
ninf10_gradual,10,0,-0.4822,-0.0348,-0.001,0.9524,0.4595,0.0079,-0.0017,-0.4795,-0.4814,-0.0061,-0.4893,0.5099,-0.4998,-0.0009,-0.0132,-0.0033,-0.0059,0.0072,-0.0174,-0.4847
ninf10_gradual,10,1,-0.3918,-0.1577,-0.0145,0.8292,0.3747,0.0131,0.0032,-0.4319,-0.4026,-0.0944,-0.416,0.5143,-0.5202,-0.003,-0.0829,0.008,-0.0091,-0.0079,-0.0721,-0.4306
ninf10_gradual,10,2,-0.2452,-0.505,-0.0041,0.503,0.0083,-0.0013,-0.0121,-0.2548,-0.2404,-0.2555,-0.2587,0.4865,-0.5022,-0.0107,-0.2309,0.0071,0.0103,-0.0017,-0.2427,-0.2559
ninf10_gradual,10,3,-0.0861,-0.8578,-0.0121,0.1689,-0.3397,-0.0021,-0.0047,-0.0831,-0.076,-0.4308,-0.071,0.4968,-0.5092,-0.0039,-0.3973,0.0047,0.015,0.0078,-0.4207,-0.0714
ninf10_gradual,10,4,-0.0091,-0.9512,-0.0012,0.0169,-0.4778,0.0014,0.0043,-0.0143,-0.011,-0.4804,-0.0028,0.4858,-0.4918,0.012,-0.5049,-0.0059,0.0087,0.002,-0.4932,-0.014
ninf10_gradual,10,5,-0.0022,-0.832,-0.0004,-0.0054,-0.4139,-0.0044,0.0213,-0.0889,-0.0123,-0.4301,-0.0031,0.4136,-0.4022,0.0796,-0.4866,-0.0922,0.0905,-0.0084,-0.5178,-0.0884
ninf10_gradual,10,6,0.0081,-0.5215,-0.0075,-0.0052,-0.2519,-0.0018,0.0024,-0.2487,-0.0116,-0.2581,-0.0288,0.2651,-0.259,0.2359,-0.4928,-0.2548,0.246,-0.0074,-0.5197,-0.2532
ninf10_gradual,10,7,0.0073,-0.1863,0.0003,-0.0035,-0.0909,-0.0037,0.0079,-0.4035,0.0039,-0.0725,-0.0037,0.0603,-0.0626,0.417,-0.48,-0.4402,0.4227,0.0054,-0.5171,-0.413
ninf10_gradual,10,8,-0.0062,-0.0356,-0.0096,0.0046,-0.0123,-0.0036,0.0041,-0.4665,0.0011,-0.0127,-0.0009,0.0121,-0.0117,0.483,-0.4882,-0.493,0.4787,0.005,-0.4915,-0.4838
ninf10_gradual,10,9,0.004,-0.0829,-0.0753,0.0069,0.0011,-0.0027,-0.0029,-0.3396,-0.0006,0.021,-0.002,-0.0056,0.0249,0.3825,-0.399,-0.4784,0.3289,0.0986,-0.4491,-0.4371
ninf10_gradual,10,10,0.0058,-0.2478,-0.2594,-0.0017,-0.0085,-0.0042,-0.0002,-0.0002,-0.0022,-0.0106,-0.0054,-0.0006,0.0177,0.2357,-0.2474,-0.4996,-0.0007,0.2582,-0.2636,-0.2461
ninf10_gradual,10,11,0.0021,-0.4399,-0.3895,0.0044,-0.0016,0.0025,-0.0009,0.32,-0.0074,-0.0057,-0.0018,0.002,0.0047,0.0811,-0.0675,-0.4853,-0.3073,0.4144,-0.1094,-0.1102
ninf10_gradual,10,12,0.0043,-0.473,-0.4854,0.0058,-0.0014,0.0058,0.0092,0.4521,-0.0099,0.0081,0.0142,-0.0114,0.0036,0.0067,-0.0113,-0.4956,-0.4631,0.4825,-0.008,-0.01
ninf10_gradual,10,13,-0.0107,-0.4521,-0.3988,-0.0053,0.0004,0.0715,0.0817,0.2547,0.0237,-0.0164,0.0874,-0.0731,0.081,0.0003,0.002,-0.423,-0.4363,0.4062,-0.0026,0.0188
ninf10_gradual,10,14,-0.0044,-0.2326,-0.2374,-0.0044,0.01,0.2456,0.2544,-0.266,0.0004,0.0097,0.2582,-0.2582,0.2718,-0.0134,-0.0094,-0.2405,-0.2642,0.2511,0.0074,-0.0027
ninf10_gradual,10,15,0.0034,-0.0856,-0.0845,-0.0146,-0.0064,0.4069,0.4126,-0.7714,0.0108,0.0013,0.4136,-0.4321,0.4265,-0.0014,0.0012,-0.0735,-0.0991,0.084,0.0011,0.0008
ninf10_gradual,10,16,-0.0046,-0.0111,-0.0127,0.0054,-0.0001,0.4799,0.4855,-0.9631,0.0057,-0.0036,0.478,-0.4837,0.4957,0.0002,-0.0064,-0.0167,-0.0165,0.0,-0.0021,0.0115
ninf10_gradual,10,17,-0.0691,-0.0032,0.0091,0.0068,-0.0,0.4077,0.4149,-0.8399,0.0198,0.002,0.4157,-0.4102,0.4957,-0.0077,-0.0011,-0.0254,-0.0924,-0.0816,0.0076,0.0785
ninf10_gradual,10,18,-0.2409,-0.007,-0.0112,-0.0006,-0.0083,0.2417,0.2573,-0.498,-0.0003,-0.0097,0.2727,-0.2562,0.5022,0.0046,-0.009,-0.0038,-0.2461,-0.2467,0.0028,0.2461
ninf10_gradual,10,19,-0.4358,0.0194,-0.001,0.0052,-0.0124,0.0844,0.0758,-0.1676,0.0079,-0.0063,0.0987,-0.0809,0.5038,-0.0092,-0.0039,0.0085,-0.3915,-0.4116,0.0032,0.4175
ninf10_gradual,10,20,-0.4805,0.0054,0.0061,0.0076,-0.003,0.0054,0.0147,-0.0059,0.0007,0.0017,0.0146,-0.0079,0.4894,0.0159,0.0038,-0.0006,-0.4776,-0.4718,0.0072,0.471
ninf10_gradual,10,21,-0.4018,0.0072,0.0989,-0.0157,0.0089,-0.0031,0.0196,0.0555,-0.0035,0.0031,0.0762,-0.0161,0.4158,0.093,0.0751,0.0028,-0.4383,-0.4302,0.069,0.4255
ninf10_gradual,10,22,-0.2516,0.0009,0.2411,0.0211,0.0032,-0.0078,0.0105,0.2532,0.0058,0.0052,0.2424,-0.0,0.2576,0.2336,0.2473,-0.0033,-0.2448,-0.2408,0.235,0.2486
ninf10_gradual,10,23,-0.0821,0.0023,0.427,-0.0225,0.0024,0.0088,-0.0111,0.4207,0.003,-0.0045,0.4252,0.0023,0.062,0.4309,0.4379,0.0061,-0.094,-0.0647,0.4095,0.086
ninf10_gradual,10,24,-0.0147,0.014,0.4746,-0.0081,-0.0032,0.0077,-0.0032,0.4833,-0.0013,0.0052,0.4769,-0.0022,0.0118,0.4819,0.47,-0.0051,-0.0223,-0.0127,0.4708,0.0225
ninf15_gradual,15,0,0.9546,-0.4882,0.0081,-0.4948,-0.5004,-0.021,-0.4881,0.002,-0.0167,-0.5174,-0.021,-0.5027,0.9696,-0.4643,-0.4808,0.4985,0.4432,0.0027,-0.0053,-0.4721
ninf15_gradual,15,1,0.7416,-0.418,0.0011,-0.4954,-0.4227,-0.0742,-0.4808,0.0006,-0.0872,-0.568,-0.0925,-0.416,0.8384,-0.358,-0.4303,0.5124,0.2633,-0.002,-0.0173,-0.4293
ninf15_gradual,15,2,0.2598,-0.2583,-0.0047,-0.4964,-0.2574,-0.2565,-0.4806,0.0006,-0.2433,-0.7341,-0.2609,-0.263,0.5099,-0.0057,-0.2622,0.5137,-0.2411,0.0105,-0.0032,-0.2549
ninf15_gradual,15,3,-0.2317,-0.0919,-0.0108,-0.5005,-0.0775,-0.3772,-0.5057,0.0095,-0.4159,-0.9398,-0.3835,-0.0576,0.1799,0.344,-0.0705,0.5224,-0.7448,-0.0027,-0.0011,-0.0958
ninf15_gradual,15,4,-0.4566,-0.0159,-0.0186,-0.4942,-0.0006,-0.4593,-0.4839,0.0144,-0.4803,-0.9627,-0.4771,0.0007,0.0288,0.4628,-0.0054,0.4971,-0.9654,0.0001,-0.0028,-0.0085
ninf15_gradual,15,5,-0.4022,-0.073,-0.144,-0.4827,0.0846,-0.2573,-0.4054,0.069,-0.5139,-0.8937,-0.3396,0.0836,0.0332,0.4141,-0.0678,0.3978,-0.8027,-0.0017,-0.0903,0.0108
ninf15_gradual,15,6,-0.2459,-0.2627,-0.4931,-0.4934,0.2389,0.2509,-0.2565,0.2493,-0.5253,-0.7471,-0.0031,0.2374,0.0192,0.2549,-0.2412,0.2662,-0.4908,-0.0065,-0.2563,0.0148
ninf15_gradual,15,7,-0.0875,-0.408,-0.828,-0.4947,0.4184,0.7617,-0.0894,0.419,-0.521,-0.5815,0.317,0.4302,0.0065,0.0973,-0.4283,0.0701,-0.1808,0.0122,-0.4125,0.022
ninf15_gradual,15,8,0.0048,-0.4812,-0.9647,-0.473,0.4853,0.9626,0.0018,0.4729,-0.4885,-0.5209,0.4681,0.4727,-0.0121,0.0142,-0.4737,0.0072,-0.0224,0.001,-0.4759,-0.0076
ninf15_gradual,15,9,0.0854,-0.2284,-0.8604,-0.3905,0.4073,0.9262,0.0854,0.4001,-0.4338,-0.5106,0.3238,0.3136,-0.0973,0.0025,-0.3282,-0.0049,-0.0867,-0.0077,-0.4052,0.0176
ninf15_gradual,15,10,0.2463,0.2653,-0.4815,-0.2394,0.2448,0.7498,0.2413,0.2565,-0.2821,-0.4941,-0.0091,-0.0106,-0.264,-0.0038,0.0134,-0.0032,-0.2499,-0.0018,-0.257,0.0049
ninf15_gradual,15,11,0.3843,0.7481,-0.1308,-0.1103,0.064,0.5687,0.4356,0.0757,-0.0777,-0.5054,-0.3475,-0.3447,-0.4264,-0.0112,0.3067,-0.0111,-0.437,-0.0015,-0.066,0.018
ninf15_gradual,15,12,0.4937,0.9524,-0.0267,-0.0198,0.0146,0.4994,0.479,0.0124,-0.0048,-0.4873,-0.4816,-0.46,-0.4929,-0.0106,0.4882,-0.0024,-0.4881,-0.004,-0.0042,-0.005
ninf15_gradual,15,13,0.4193,0.6718,0.0177,-0.1055,0.0904,0.382,0.504,-0.0188,-0.0,-0.3382,-0.4185,-0.4144,-0.5176,-0.0749,0.5447,-0.0064,-0.4372,0.012,0.0013,0.0442
ninf15_gradual,15,14,0.2416,-0.0132,0.0013,-0.2335,0.2636,0.2453,0.4842,-0.0064,0.0108,-0.0376,-0.2455,-0.2434,-0.5106,-0.2464,0.4962,-0.0051,-0.2625,-0.0021,-0.0004,0.0126
ninf15_gradual,15,15,0.0857,-0.676,0.0119,-0.4137,0.4303,0.1067,0.4769,-0.0173,0.0122,0.3312,-0.0909,-0.093,-0.4793,-0.413,0.4963,-0.0109,-0.0741,0.0028,0.0201,0.0064
ninf15_gradual,15,16,0.0251,-0.9441,0.0003,-0.4923,0.4896,0.0126,0.4899,0.0033,-0.013,0.4696,0.0004,-0.0077,-0.4901,-0.4885,0.4737,-0.0068,0.0061,-0.0081,-0.0116,-0.0012
ninf15_gradual,15,17,0.0623,-0.8392,-0.0074,-0.405,0.5095,0.001,0.4157,0.0174,-0.0902,0.4015,0.1134,-0.0025,-0.4257,-0.522,0.2475,0.0069,0.0795,-0.0916,-0.0183,-0.0052
ninf15_gradual,15,18,0.239,-0.4842,0.0085,-0.2637,0.4728,-0.006,0.2408,0.0014,-0.2436,0.2332,0.2128,0.0187,-0.2415,-0.5121,-0.2582,-0.0025,0.2515,-0.244,0.0216,0.0031
ninf15_gradual,15,19,0.4301,-0.1696,0.0275,-0.1132,0.4971,0.0082,0.0956,-0.014,-0.4046,0.1023,0.4096,0.0116,-0.0728,-0.4991,-0.7566,0.0069,0.3871,-0.377,0.0132,-0.0101
ninf15_gradual,15,20,0.4858,-0.0119,0.0114,0.0019,0.4888,0.0006,0.0215,-0.0193,-0.4819,0.0231,0.4652,0.0101,-0.0094,-0.4926,-0.9483,0.0035,0.4919,-0.4716,0.0042,-0.012
ninf15_gradual,15,21,0.4223,0.0881,-0.0309,0.1156,0.4166,0.0958,0.0774,-0.0502,-0.3462,0.0865,0.453,-0.0134,0.0242,-0.3965,-0.8153,-0.0076,0.5254,-0.4655,-0.0186,-0.0855
ninf15_gradual,15,22,0.2509,0.2257,0.0084,0.2503,0.2578,0.2413,0.2626,-0.2392,0.0109,0.2392,0.2702,-0.001,0.0034,-0.2519,-0.5164,-0.0011,0.4919,-0.2704,-0.0174,-0.2692
ninf15_gradual,15,23,0.0654,0.4109,-0.0066,0.4082,0.0634,0.3987,0.4421,-0.4391,0.2985,0.3852,0.0692,-0.0007,0.0128,-0.0701,-0.1509,-0.0075,0.4684,-0.0924,0.0086,-0.4301
ninf15_gradual,15,24,0.0361,0.4999,0.0113,0.4626,0.0156,0.4823,0.4944,-0.4686,0.4728,0.5167,0.0394,-0.0109,-0.0111,-0.0213,-0.0208,0.0049,0.4831,-0.0418,-0.0014,-0.4701
